RUN	perf.TestSimulation	testsimulation	1707849828248	 	3.0.3
USER	mainScenario	1	START	1707849829052	1707849829052
REQUEST	10	ticketattributes	/cgi-bin/reservations.pl	1707849970537	1707849970642	OK	 
GROUP	10	ticketattributes	1707849970349	1707849971656	291	OK
REQUEST	10	Itinerary	/cgi-bin/welcome.pl	1707849971656	1707849971729	OK	 
REQUEST	10	Itinerary	/cgi-bin/nav.pl	1707849971730	1707849971820	OK	 
REQUEST	10	Itinerary	/cgi-bin/itinerary.pl	1707849971821	1707849973478	OK	 
USER	mainScenario	11	START	1707849974056	1707849974056
REQUEST	11	open	/webtours/	1707849974057	1707849974119	OK	 
REQUEST	11	open	/cgi-bin/welcome.pl	1707849974120	1707849974195	OK	 
REQUEST	11	open	/cgi-bin/nav.pl	1707849974196	1707849974291	OK	 
GROUP	10	Itinerary	1707849971656	1707849974479	1820	OK
REQUEST	10	signoff	/cgi-bin/welcome.pl	1707849974479	1707849974554	OK	 
REQUEST	10	signoff	/cgi-bin/nav.pl	1707849974555	1707849974650	OK	 
GROUP	11	open	1707849974057	1707849975309	232	OK
REQUEST	11	login	/cgi-bin/login.pl	1707849975309	1707849975436	OK	 
REQUEST	11	login	/cgi-bin/login.pl	1707849975438	1707849975577	OK	 
GROUP	10	signoff	1707849974479	1707849975649	170	OK
USER	mainScenario	10	END	1707849966065	1707849975650
REQUEST	11	login	/cgi-bin/nav.pl	1707849975578	1707849975675	OK	 
GROUP	11	login	1707849975309	1707849976679	363	OK
REQUEST	11	openflights	/cgi-bin/welcome.pl	1707849976679	1707849976750	OK	 
REQUEST	11	openflights	/cgi-bin/reservations.pl	1707849976752	1707849976863	OK	 
REQUEST	11	openflights	/cgi-bin/nav.pl	1707849976865	1707849976952	OK	 
GROUP	11	openflights	1707849976679	1707849977930	269	OK
REQUEST	11	ticketattributes	/cgi-bin/reservations.pl	1707849977931	1707849978011	OK	 
REQUEST	11	ticketattributes	/cgi-bin/reservations.pl	1707849978013	1707849978133	OK	 
REQUEST	11	ticketattributes	/cgi-bin/reservations.pl	1707849978134	1707849978235	OK	 
GROUP	11	ticketattributes	1707849977930	1707849979241	301	OK
REQUEST	11	Itinerary	/cgi-bin/welcome.pl	1707849979242	1707849979316	OK	 
REQUEST	11	Itinerary	/cgi-bin/nav.pl	1707849979317	1707849979414	OK	 
REQUEST	11	Itinerary	/cgi-bin/itinerary.pl	1707849979415	1707849979909	OK	 
GROUP	11	Itinerary	1707849979241	1707849980924	665	OK
REQUEST	11	signoff	/cgi-bin/welcome.pl	1707849980925	1707849981001	OK	 
REQUEST	11	signoff	/cgi-bin/nav.pl	1707849981002	1707849981095	OK	 
GROUP	11	signoff	1707849980924	1707849982089	169	OK
USER	mainScenario	11	END	1707849974056	1707849982089
USER	mainScenario	12	START	1707849983059	1707849983059
REQUEST	12	open	/webtours/	1707849983059	1707849983115	OK	 
REQUEST	12	open	/cgi-bin/welcome.pl	1707849983116	1707849983189	OK	 
REQUEST	12	open	/cgi-bin/nav.pl	1707849983190	1707849983616	OK	 
GROUP	12	open	1707849983059	1707849984627	555	OK
REQUEST	12	login	/cgi-bin/login.pl	1707849984627	1707849984703	OK	 
REQUEST	12	login	/cgi-bin/login.pl	1707849984704	1707849984796	OK	 
REQUEST	12	login	/cgi-bin/nav.pl	1707849984797	1707849984888	OK	 
GROUP	12	login	1707849984627	1707849985889	259	OK
REQUEST	12	openflights	/cgi-bin/welcome.pl	1707849985889	1707849985955	OK	 
REQUEST	12	openflights	/cgi-bin/reservations.pl	1707849985957	1707849986066	OK	 
REQUEST	12	openflights	/cgi-bin/nav.pl	1707849986067	1707849986203	OK	 
GROUP	12	openflights	1707849985889	1707849987213	311	OK
REQUEST	12	ticketattributes	/cgi-bin/reservations.pl	1707849987214	1707849987306	OK	 
REQUEST	12	ticketattributes	/cgi-bin/reservations.pl	1707849987308	1707849987391	OK	 
REQUEST	12	ticketattributes	/cgi-bin/reservations.pl	1707849987393	1707849987494	OK	 
GROUP	12	ticketattributes	1707849987213	1707849988476	276	OK
REQUEST	12	Itinerary	/cgi-bin/welcome.pl	1707849988477	1707849988543	OK	 
REQUEST	12	Itinerary	/cgi-bin/nav.pl	1707849988544	1707849988661	OK	 
REQUEST	12	Itinerary	/cgi-bin/itinerary.pl	1707849988662	1707849989631	OK	 
GROUP	12	Itinerary	1707849988476	1707849990642	1152	OK
REQUEST	12	signoff	/cgi-bin/welcome.pl	1707849990643	1707849990712	OK	 
REQUEST	12	signoff	/cgi-bin/nav.pl	1707849990713	1707849990811	OK	 
USER	mainScenario	13	START	1707849991061	1707849991061
REQUEST	13	open	/webtours/	1707849991062	1707849991121	OK	 
REQUEST	13	open	/cgi-bin/welcome.pl	1707849991122	1707849991195	OK	 
REQUEST	13	open	/cgi-bin/nav.pl	1707849991196	1707849991284	OK	 
GROUP	12	signoff	1707849990642	1707849991799	167	OK
USER	mainScenario	12	END	1707849983059	1707849991799
GROUP	13	open	1707849991062	1707849992299	220	OK
REQUEST	13	login	/cgi-bin/login.pl	1707849992299	1707849992371	OK	 
REQUEST	13	login	/cgi-bin/login.pl	1707849992372	1707849992472	OK	 
REQUEST	13	login	/cgi-bin/nav.pl	1707849992473	1707849992558	OK	 
GROUP	13	login	1707849992299	1707849993571	257	OK
REQUEST	13	openflights	/cgi-bin/welcome.pl	1707849993572	1707849993643	OK	 
REQUEST	13	openflights	/cgi-bin/reservations.pl	1707849993644	1707849993765	OK	 
REQUEST	13	openflights	/cgi-bin/nav.pl	1707849993766	1707849993856	OK	 
GROUP	13	openflights	1707849993571	1707849994848	282	OK
REQUEST	13	ticketattributes	/cgi-bin/reservations.pl	1707849994849	1707849994929	OK	 
REQUEST	13	ticketattributes	/cgi-bin/reservations.pl	1707849994930	1707849995056	OK	 
REQUEST	13	ticketattributes	/cgi-bin/reservations.pl	1707849995057	1707849995162	OK	 
GROUP	13	ticketattributes	1707849994848	1707849996159	311	OK
REQUEST	13	Itinerary	/cgi-bin/welcome.pl	1707849996159	1707849996227	OK	 
REQUEST	13	Itinerary	/cgi-bin/nav.pl	1707849996228	1707849996323	OK	 
REQUEST	13	Itinerary	/cgi-bin/itinerary.pl	1707849996324	1707849997625	OK	 
GROUP	13	Itinerary	1707849996159	1707849998619	1464	OK
REQUEST	13	signoff	/cgi-bin/welcome.pl	1707849998619	1707849998690	OK	 
REQUEST	13	signoff	/cgi-bin/nav.pl	1707849998691	1707849998779	OK	 
GROUP	13	signoff	1707849998619	1707849999780	159	OK
USER	mainScenario	13	END	1707849991061	1707849999780
USER	mainScenario	14	START	1707850000059	1707850000059
REQUEST	14	open	/webtours/	1707850000060	1707850000105	OK	 
REQUEST	14	open	/cgi-bin/welcome.pl	1707850000106	1707850000185	OK	 
REQUEST	14	open	/cgi-bin/nav.pl	1707850000186	1707850000279	OK	 
GROUP	14	open	1707850000059	1707850001299	217	OK
REQUEST	14	login	/cgi-bin/login.pl	1707850001300	1707850001371	OK	 
REQUEST	14	login	/cgi-bin/login.pl	1707850001373	1707850001474	OK	 
REQUEST	14	login	/cgi-bin/nav.pl	1707850001475	1707850001564	OK	 
GROUP	14	login	1707850001299	1707850002560	261	OK
REQUEST	14	openflights	/cgi-bin/welcome.pl	1707850002561	1707850002638	OK	 
REQUEST	14	openflights	/cgi-bin/reservations.pl	1707850002639	1707850002764	OK	 
REQUEST	14	openflights	/cgi-bin/nav.pl	1707850002765	1707850002876	OK	 
GROUP	14	openflights	1707850002560	1707850003869	313	OK
REQUEST	14	ticketattributes	/cgi-bin/reservations.pl	1707850003869	1707850003954	OK	 
REQUEST	14	ticketattributes	/cgi-bin/reservations.pl	1707850003955	1707850004053	OK	 
REQUEST	14	ticketattributes	/cgi-bin/reservations.pl	1707850004054	1707850004175	OK	 
GROUP	14	ticketattributes	1707850003869	1707850005170	304	OK
REQUEST	14	Itinerary	/cgi-bin/welcome.pl	1707850005171	1707850005232	OK	 
REQUEST	14	Itinerary	/cgi-bin/nav.pl	1707850005233	1707850005329	OK	 
REQUEST	14	Itinerary	/cgi-bin/itinerary.pl	1707850005330	1707850006957	OK	 
GROUP	14	Itinerary	1707850005170	1707850007978	1784	OK
REQUEST	14	signoff	/cgi-bin/welcome.pl	1707850007978	1707850008043	OK	 
REQUEST	14	signoff	/cgi-bin/nav.pl	1707850008044	1707850008467	OK	 
USER	mainScenario	15	START	1707850009068	1707850009068
REQUEST	15	open	/webtours/	1707850009069	1707850009124	OK	 
REQUEST	15	open	/cgi-bin/welcome.pl	1707850009124	1707850009186	OK	 
REQUEST	15	open	/cgi-bin/nav.pl	1707850009187	1707850009278	OK	 
GROUP	14	signoff	1707850007978	1707850009458	488	OK
USER	mainScenario	14	END	1707850000059	1707850009458
GROUP	15	open	1707850009069	1707850010289	208	OK
REQUEST	15	login	/cgi-bin/login.pl	1707850010289	1707850010353	OK	 
REQUEST	15	login	/cgi-bin/login.pl	1707850010354	1707850010446	OK	 
REQUEST	15	login	/cgi-bin/nav.pl	1707850010447	1707850012286	OK	 
GROUP	15	login	1707850010289	1707850013281	1995	OK
REQUEST	15	openflights	/cgi-bin/welcome.pl	1707850013281	1707850013396	OK	 
REQUEST	15	openflights	/cgi-bin/reservations.pl	1707850013398	1707850013525	OK	 
REQUEST	15	openflights	/cgi-bin/nav.pl	1707850013527	1707850013596	OK	 
GROUP	15	openflights	1707850013281	1707850014590	311	OK
REQUEST	15	ticketattributes	/cgi-bin/reservations.pl	1707850014591	1707850014674	OK	 
