RUN	perf.TestSimulation	testsimulation	1707849828248	 	3.0.3
USER	mainScenario	1	START	1707849829052	1707849829052
REQUEST	111	open	/cgi-bin/welcome.pl	1707850443120	1707850443246	OK	 
REQUEST	107	signoff	/cgi-bin/nav.pl	1707850443243	1707850443415	OK	 
REQUEST	111	open	/cgi-bin/nav.pl	1707850443246	1707850443419	OK	 
GROUP	110	login	1707850441659	1707850443683	996	OK
REQUEST	110	openflights	/cgi-bin/welcome.pl	1707850443684	1707850443752	OK	 
REQUEST	110	openflights	/cgi-bin/reservations.pl	1707850443753	1707850443862	OK	 
GROUP	109	openflights	1707850441829	1707850443949	1103	OK
REQUEST	110	openflights	/cgi-bin/nav.pl	1707850443862	1707850443957	OK	 
REQUEST	109	ticketattributes	/cgi-bin/reservations.pl	1707850443950	1707850444034	OK	 
GROUP	108	Itinerary	1707850441860	1707850444089	1214	OK
REQUEST	109	ticketattributes	/cgi-bin/reservations.pl	1707850444035	1707850444147	OK	 
REQUEST	108	signoff	/cgi-bin/welcome.pl	1707850444089	1707850444213	OK	 
REQUEST	109	ticketattributes	/cgi-bin/reservations.pl	1707850444147	1707850444258	OK	 
REQUEST	108	signoff	/cgi-bin/nav.pl	1707850444213	1707850444317	OK	 
GROUP	107	signoff	1707850443104	1707850444400	309	OK
USER	mainScenario	107	END	1707850431069	1707850444400
GROUP	111	open	1707850443058	1707850444447	360	OK
REQUEST	111	login	/cgi-bin/login.pl	1707850444448	1707850444550	OK	 
REQUEST	111	login	/cgi-bin/login.pl	1707850444550	1707850444650	OK	 
REQUEST	111	login	/cgi-bin/nav.pl	1707850444651	1707850444779	OK	 
GROUP	110	openflights	1707850443684	1707850444939	272	OK
REQUEST	110	ticketattributes	/cgi-bin/reservations.pl	1707850444939	1707850445040	OK	 
REQUEST	110	ticketattributes	/cgi-bin/reservations.pl	1707850445040	1707850445154	OK	 
REQUEST	110	ticketattributes	/cgi-bin/reservations.pl	1707850445155	1707850445256	OK	 
GROUP	109	ticketattributes	1707850443949	1707850445268	307	OK
GROUP	108	signoff	1707850444089	1707850445316	228	OK
USER	mainScenario	108	END	1707850434049	1707850445316
REQUEST	109	Itinerary	/cgi-bin/welcome.pl	1707850445268	1707850445345	OK	 
REQUEST	109	Itinerary	/cgi-bin/nav.pl	1707850445346	1707850445424	OK	 
GROUP	111	login	1707850444447	1707850445769	330	OK
REQUEST	111	openflights	/cgi-bin/welcome.pl	1707850445769	1707850445909	OK	 
REQUEST	111	openflights	/cgi-bin/reservations.pl	1707850445910	1707850446017	OK	 
USER	mainScenario	112	START	1707850446059	1707850446059
REQUEST	112	open	/webtours/	1707850446059	1707850446111	OK	 
REQUEST	111	openflights	/cgi-bin/nav.pl	1707850446018	1707850446111	OK	 
REQUEST	112	open	/cgi-bin/welcome.pl	1707850446111	1707850446221	OK	 
GROUP	110	ticketattributes	1707850444939	1707850446259	316	OK
REQUEST	109	Itinerary	/cgi-bin/itinerary.pl	1707850445424	1707850446273	OK	 
REQUEST	112	open	/cgi-bin/nav.pl	1707850446221	1707850446318	OK	 
REQUEST	110	Itinerary	/cgi-bin/welcome.pl	1707850446259	1707850446354	OK	 
REQUEST	110	Itinerary	/cgi-bin/nav.pl	1707850446355	1707850446456	OK	 
REQUEST	110	Itinerary	/cgi-bin/itinerary.pl	1707850446457	1707850446693	OK	 
GROUP	111	openflights	1707850445769	1707850447099	340	OK
REQUEST	111	ticketattributes	/cgi-bin/reservations.pl	1707850447099	1707850447202	OK	 
GROUP	109	Itinerary	1707850445268	1707850447266	1004	OK
REQUEST	111	ticketattributes	/cgi-bin/reservations.pl	1707850447203	1707850447312	OK	 
GROUP	112	open	1707850446059	1707850447328	259	OK
REQUEST	109	signoff	/cgi-bin/welcome.pl	1707850447266	1707850447349	OK	 
REQUEST	112	login	/cgi-bin/login.pl	1707850447329	1707850447463	OK	 
REQUEST	109	signoff	/cgi-bin/nav.pl	1707850447350	1707850447510	OK	 
REQUEST	111	ticketattributes	/cgi-bin/reservations.pl	1707850447312	1707850447516	OK	 
REQUEST	112	login	/cgi-bin/login.pl	1707850447464	1707850447563	OK	 
REQUEST	112	login	/cgi-bin/nav.pl	1707850447564	1707850447657	OK	 
GROUP	110	Itinerary	1707850446259	1707850447692	432	OK
REQUEST	110	signoff	/cgi-bin/welcome.pl	1707850447692	1707850447758	OK	 
REQUEST	110	signoff	/cgi-bin/nav.pl	1707850447758	1707850447854	OK	 
GROUP	109	signoff	1707850447266	1707850448495	243	OK
USER	mainScenario	109	END	1707850437049	1707850448495
GROUP	111	ticketattributes	1707850447099	1707850448527	416	OK
REQUEST	111	Itinerary	/cgi-bin/welcome.pl	1707850448527	1707850448620	OK	 
GROUP	112	login	1707850447329	1707850448659	326	OK
REQUEST	111	Itinerary	/cgi-bin/nav.pl	1707850448621	1707850448750	OK	 
GROUP	110	signoff	1707850447692	1707850448855	162	OK
USER	mainScenario	110	END	1707850440066	1707850448855
REQUEST	112	openflights	/cgi-bin/welcome.pl	1707850448659	1707850448868	OK	 
USER	mainScenario	113	START	1707850449059	1707850449059
REQUEST	113	open	/webtours/	1707850449060	1707850449145	OK	 
REQUEST	112	openflights	/cgi-bin/reservations.pl	1707850448868	1707850449156	OK	 
REQUEST	111	Itinerary	/cgi-bin/itinerary.pl	1707850448750	1707850449226	OK	 
REQUEST	113	open	/cgi-bin/welcome.pl	1707850449145	1707850449308	OK	 
REQUEST	112	openflights	/cgi-bin/nav.pl	1707850449156	1707850449317	OK	 
REQUEST	113	open	/cgi-bin/nav.pl	1707850449309	1707850449438	OK	 
GROUP	111	Itinerary	1707850448527	1707850450219	698	OK
REQUEST	111	signoff	/cgi-bin/welcome.pl	1707850450219	1707850450308	OK	 
GROUP	112	openflights	1707850448659	1707850450325	658	OK
GROUP	113	open	1707850449060	1707850450468	377	OK
REQUEST	112	ticketattributes	/cgi-bin/reservations.pl	1707850450325	1707850450486	OK	 
REQUEST	111	signoff	/cgi-bin/nav.pl	1707850450309	1707850450487	OK	 
REQUEST	113	login	/cgi-bin/login.pl	1707850450468	1707850450535	OK	 
REQUEST	112	ticketattributes	/cgi-bin/reservations.pl	1707850450486	1707850450614	OK	 
REQUEST	113	login	/cgi-bin/login.pl	1707850450535	1707850450660	OK	 
REQUEST	112	ticketattributes	/cgi-bin/reservations.pl	1707850450614	1707850450728	OK	 
REQUEST	113	login	/cgi-bin/nav.pl	1707850450660	1707850450777	OK	 
USER	mainScenario	114	START	1707850451059	1707850451059
REQUEST	114	open	/webtours/	1707850451060	1707850451110	OK	 
REQUEST	114	open	/cgi-bin/welcome.pl	1707850451111	1707850451188	OK	 
REQUEST	114	open	/cgi-bin/nav.pl	1707850451188	1707850451284	OK	 
GROUP	111	signoff	1707850450219	1707850451508	267	OK
USER	mainScenario	111	END	1707850443058	1707850451508
GROUP	112	ticketattributes	1707850450325	1707850451726	403	OK
GROUP	113	login	1707850450468	1707850451757	309	OK
REQUEST	112	Itinerary	/cgi-bin/welcome.pl	1707850451726	1707850451799	OK	 
REQUEST	113	openflights	/cgi-bin/welcome.pl	1707850451757	1707850451831	OK	 
REQUEST	112	Itinerary	/cgi-bin/nav.pl	1707850451800	1707850451900	OK	 
REQUEST	113	openflights	/cgi-bin/reservations.pl	1707850451831	1707850451967	OK	 
REQUEST	113	openflights	/cgi-bin/nav.pl	1707850451968	1707850452218	OK	 
REQUEST	112	Itinerary	/cgi-bin/itinerary.pl	1707850451901	1707850452234	OK	 
GROUP	114	open	1707850451060	1707850452300	223	OK
REQUEST	114	login	/cgi-bin/login.pl	1707850452300	1707850452375	OK	 
REQUEST	114	login	/cgi-bin/login.pl	1707850452375	1707850452477	OK	 
REQUEST	114	login	/cgi-bin/nav.pl	1707850452477	1707850452570	OK	 
GROUP	113	openflights	1707850451757	1707850453219	460	OK
GROUP	112	Itinerary	1707850451726	1707850453219	506	OK
REQUEST	112	signoff	/cgi-bin/welcome.pl	1707850453219	1707850453344	OK	 
REQUEST	113	ticketattributes	/cgi-bin/reservations.pl	1707850453219	1707850453344	OK	 
REQUEST	113	ticketattributes	/cgi-bin/reservations.pl	1707850453344	1707850453501	OK	 
REQUEST	112	signoff	/cgi-bin/nav.pl	1707850453344	1707850453506	OK	 
GROUP	114	login	1707850452300	1707850453569	270	OK
REQUEST	113	ticketattributes	/cgi-bin/reservations.pl	1707850453501	1707850453621	OK	 
REQUEST	114	openflights	/cgi-bin/welcome.pl	1707850453569	1707850453664	OK	 
REQUEST	114	openflights	/cgi-bin/reservations.pl	1707850453665	1707850453788	OK	 
REQUEST	114	openflights	/cgi-bin/nav.pl	1707850453789	1707850453895	OK	 
USER	mainScenario	115	START	1707850454065	1707850454065
REQUEST	115	open	/webtours/	1707850454066	1707850454118	OK	 
REQUEST	115	open	/cgi-bin/welcome.pl	1707850454118	1707850454199	OK	 
REQUEST	115	open	/cgi-bin/nav.pl	1707850454199	1707850454290	OK	 
GROUP	112	signoff	1707850453219	1707850454520	287	OK
USER	mainScenario	112	END	1707850446059	1707850454520
GROUP	113	ticketattributes	1707850453219	1707850454628	402	OK
REQUEST	113	Itinerary	/cgi-bin/welcome.pl	1707850454629	1707850454710	OK	 
REQUEST	113	Itinerary	/cgi-bin/nav.pl	1707850454710	1707850454797	OK	 
GROUP	114	openflights	1707850453569	1707850454899	324	OK
GROUP	115	open	1707850454066	1707850455307	224	OK
REQUEST	114	ticketattributes	/cgi-bin/reservations.pl	1707850454899	1707850455322	OK	 
REQUEST	115	login	/cgi-bin/login.pl	1707850455307	1707850455432	OK	 
REQUEST	113	Itinerary	/cgi-bin/itinerary.pl	1707850454797	1707850455452	OK	 
REQUEST	114	ticketattributes	/cgi-bin/reservations.pl	1707850455323	1707850455499	OK	 
REQUEST	115	login	/cgi-bin/login.pl	1707850455432	1707850455554	OK	 
REQUEST	114	ticketattributes	/cgi-bin/reservations.pl	1707850455500	1707850455624	OK	 
REQUEST	115	login	/cgi-bin/nav.pl	1707850455555	1707850455988	OK	 
GROUP	113	Itinerary	1707850454628	1707850456439	823	OK
REQUEST	113	signoff	/cgi-bin/welcome.pl	1707850456439	1707850456501	OK	 
REQUEST	113	signoff	/cgi-bin/nav.pl	1707850456502	1707850456601	OK	 
GROUP	114	ticketattributes	1707850454899	1707850456627	723	OK
REQUEST	114	Itinerary	/cgi-bin/welcome.pl	1707850456627	1707850456692	OK	 
REQUEST	114	Itinerary	/cgi-bin/nav.pl	1707850456693	1707850456795	OK	 
GROUP	115	login	1707850455307	1707850456984	680	OK
USER	mainScenario	116	START	1707850457062	1707850457062
REQUEST	114	Itinerary	/cgi-bin/itinerary.pl	1707850456796	1707850457088	OK	 
REQUEST	115	openflights	/cgi-bin/welcome.pl	1707850456984	1707850457090	OK	 
REQUEST	116	open	/webtours/	1707850457062	1707850457116	OK	 
REQUEST	115	openflights	/cgi-bin/reservations.pl	1707850457090	1707850457246	OK	 
REQUEST	116	open	/cgi-bin/welcome.pl	1707850457116	1707850457249	OK	 
REQUEST	115	openflights	/cgi-bin/nav.pl	1707850457247	1707850457380	OK	 
REQUEST	116	open	/cgi-bin/nav.pl	1707850457249	1707850457383	OK	 
GROUP	113	signoff	1707850456439	1707850457620	161	OK
USER	mainScenario	113	END	1707850449059	1707850457620
GROUP	114	Itinerary	1707850456627	1707850458089	459	OK
REQUEST	114	signoff	/cgi-bin/welcome.pl	1707850458089	1707850458172	OK	 
REQUEST	114	signoff	/cgi-bin/nav.pl	1707850458173	1707850458263	OK	 
GROUP	115	openflights	1707850456984	1707850458385	395	OK
GROUP	116	open	1707850457062	1707850458389	321	OK
REQUEST	115	ticketattributes	/cgi-bin/reservations.pl	1707850458385	1707850458512	OK	 
REQUEST	116	login	/cgi-bin/login.pl	1707850458389	1707850458514	OK	 
REQUEST	116	login	/cgi-bin/login.pl	1707850458514	1707850458704	OK	 
REQUEST	115	ticketattributes	/cgi-bin/reservations.pl	1707850458512	1707850458704	OK	 
REQUEST	115	ticketattributes	/cgi-bin/reservations.pl	1707850458704	1707850458836	OK	 
REQUEST	116	login	/cgi-bin/nav.pl	1707850458704	1707850458892	OK	 
GROUP	114	signoff	1707850458089	1707850459258	173	OK
USER	mainScenario	114	END	1707850451059	1707850459258
GROUP	115	ticketattributes	1707850458385	1707850459821	451	OK
REQUEST	115	Itinerary	/cgi-bin/welcome.pl	1707850459822	1707850459886	OK	 
GROUP	116	login	1707850458389	1707850459899	503	OK
REQUEST	116	openflights	/cgi-bin/welcome.pl	1707850459899	1707850460006	OK	 
REQUEST	115	Itinerary	/cgi-bin/nav.pl	1707850459886	1707850460010	OK	 
USER	mainScenario	117	START	1707850460070	1707850460070
REQUEST	117	open	/webtours/	1707850460070	1707850460207	OK	 
REQUEST	116	openflights	/cgi-bin/reservations.pl	1707850460007	1707850460214	OK	 
REQUEST	117	open	/cgi-bin/welcome.pl	1707850460207	1707850460277	OK	 
REQUEST	116	openflights	/cgi-bin/nav.pl	1707850460214	1707850460336	OK	 
REQUEST	117	open	/cgi-bin/nav.pl	1707850460277	1707850460370	OK	 
REQUEST	115	Itinerary	/cgi-bin/itinerary.pl	1707850460011	1707850461072	OK	 
GROUP	116	openflights	1707850459899	1707850461330	436	OK
GROUP	117	open	1707850460070	1707850461392	300	OK
REQUEST	116	ticketattributes	/cgi-bin/reservations.pl	1707850461331	1707850461412	OK	 
REQUEST	117	login	/cgi-bin/login.pl	1707850461393	1707850461515	OK	 
REQUEST	116	ticketattributes	/cgi-bin/reservations.pl	1707850461412	1707850461674	OK	 
REQUEST	117	login	/cgi-bin/login.pl	1707850461516	1707850461766	OK	 
REQUEST	116	ticketattributes	/cgi-bin/reservations.pl	1707850461675	1707850461859	OK	 
REQUEST	117	login	/cgi-bin/nav.pl	1707850461767	1707850461904	OK	 
GROUP	115	Itinerary	1707850459821	1707850462094	1249	OK
REQUEST	115	signoff	/cgi-bin/welcome.pl	1707850462094	1707850462167	OK	 
REQUEST	115	signoff	/cgi-bin/nav.pl	1707850462167	1707850462266	OK	 
GROUP	116	ticketattributes	1707850461330	1707850462874	527	OK
GROUP	117	login	1707850461392	1707850462889	509	OK
REQUEST	116	Itinerary	/cgi-bin/welcome.pl	1707850462874	1707850462954	OK	 
REQUEST	117	openflights	/cgi-bin/welcome.pl	1707850462889	1707850462999	OK	 
REQUEST	116	Itinerary	/cgi-bin/nav.pl	1707850462954	1707850463056	OK	 
USER	mainScenario	118	START	1707850463059	1707850463059
REQUEST	117	openflights	/cgi-bin/reservations.pl	1707850463000	1707850463119	OK	 
REQUEST	118	open	/webtours/	1707850463059	1707850463127	OK	 
GROUP	115	signoff	1707850462094	1707850463258	172	OK
USER	mainScenario	115	END	1707850454065	1707850463258
REQUEST	117	openflights	/cgi-bin/nav.pl	1707850463119	1707850463401	OK	 
REQUEST	118	open	/cgi-bin/welcome.pl	1707850463127	1707850463404	OK	 
REQUEST	116	Itinerary	/cgi-bin/itinerary.pl	1707850463057	1707850463405	OK	 
REQUEST	118	open	/cgi-bin/nav.pl	1707850463404	1707850463502	OK	 
GROUP	116	Itinerary	1707850462874	1707850464399	530	OK
GROUP	117	openflights	1707850462889	1707850464427	511	OK
REQUEST	116	signoff	/cgi-bin/welcome.pl	1707850464399	1707850464484	OK	 
GROUP	118	open	1707850463059	1707850464509	443	OK
REQUEST	117	ticketattributes	/cgi-bin/reservations.pl	1707850464427	1707850464543	OK	 
REQUEST	117	ticketattributes	/cgi-bin/reservations.pl	1707850464543	1707850464696	OK	 
REQUEST	116	signoff	/cgi-bin/nav.pl	1707850464485	1707850464699	OK	 
REQUEST	118	login	/cgi-bin/login.pl	1707850464509	1707850464701	OK	 
REQUEST	117	ticketattributes	/cgi-bin/reservations.pl	1707850464696	1707850464855	OK	 
REQUEST	118	login	/cgi-bin/login.pl	1707850464702	1707850464859	OK	 
REQUEST	118	login	/cgi-bin/nav.pl	1707850464859	1707850464967	OK	 
GROUP	116	signoff	1707850464399	1707850465700	299	OK
USER	mainScenario	116	END	1707850457062	1707850465700
GROUP	117	ticketattributes	1707850464427	1707850465829	428	OK
REQUEST	117	Itinerary	/cgi-bin/welcome.pl	1707850465829	1707850465894	OK	 
GROUP	118	login	1707850464509	1707850465969	457	OK
REQUEST	117	Itinerary	/cgi-bin/nav.pl	1707850465894	1707850466009	OK	 
USER	mainScenario	119	START	1707850466049	1707850466049
REQUEST	118	openflights	/cgi-bin/welcome.pl	1707850465969	1707850466055	OK	 
REQUEST	119	open	/webtours/	1707850466049	1707850466138	OK	 
REQUEST	118	openflights	/cgi-bin/reservations.pl	1707850466055	1707850467604	OK	 
REQUEST	119	open	/cgi-bin/welcome.pl	1707850466139	1707850467608	OK	 
REQUEST	117	Itinerary	/cgi-bin/itinerary.pl	1707850466009	1707850467871	OK	 
REQUEST	118	openflights	/cgi-bin/nav.pl	1707850467605	1707850467882	OK	 
REQUEST	119	open	/cgi-bin/nav.pl	1707850467608	1707850467887	OK	 
GROUP	117	Itinerary	1707850465829	1707850468883	2042	OK
GROUP	118	openflights	1707850465969	1707850468883	1912	OK
GROUP	119	open	1707850466049	1707850468899	1837	OK
REQUEST	117	signoff	/cgi-bin/welcome.pl	1707850468884	1707850469017	OK	 
USER	mainScenario	120	START	1707850469068	1707850469068
REQUEST	119	login	/cgi-bin/login.pl	1707850468899	1707850469109	OK	 
REQUEST	118	ticketattributes	/cgi-bin/reservations.pl	1707850468884	1707850469109	OK	 
REQUEST	117	signoff	/cgi-bin/nav.pl	1707850469017	1707850469238	OK	 
GROUP	117	signoff	1707850468883	1707850470234	354	OK
USER	mainScenario	117	END	1707850460070	1707850470234
REQUEST	120	open	/webtours/	1707850469069	1707850470628	OK	 
REQUEST	118	ticketattributes	/cgi-bin/reservations.pl	1707850469110	1707850470634	OK	 
REQUEST	119	login	/cgi-bin/login.pl	1707850469110	1707850470689	OK	 
REQUEST	120	open	/cgi-bin/welcome.pl	1707850470629	1707850470809	OK	 
REQUEST	119	login	/cgi-bin/nav.pl	1707850470689	1707850470884	OK	 
REQUEST	118	ticketattributes	/cgi-bin/reservations.pl	1707850470635	1707850470884	OK	 
REQUEST	120	open	/cgi-bin/nav.pl	1707850470809	1707850470936	OK	 
USER	mainScenario	121	START	1707850471056	1707850471056
REQUEST	121	open	/webtours/	1707850471057	1707850471124	OK	 
REQUEST	121	open	/cgi-bin/welcome.pl	1707850471124	1707850471207	OK	 
REQUEST	121	open	/cgi-bin/nav.pl	1707850471208	1707850471299	OK	 
GROUP	118	ticketattributes	1707850468883	1707850471884	1998	OK
GROUP	119	login	1707850468899	1707850471884	1984	OK
GROUP	120	open	1707850469069	1707850471949	1866	OK
REQUEST	119	openflights	/cgi-bin/welcome.pl	1707850471884	1707850472002	OK	 
REQUEST	118	Itinerary	/cgi-bin/welcome.pl	1707850471884	1707850472047	OK	 
REQUEST	120	login	/cgi-bin/login.pl	1707850471949	1707850472050	OK	 
REQUEST	119	openflights	/cgi-bin/reservations.pl	1707850472002	1707850472140	OK	 
REQUEST	118	Itinerary	/cgi-bin/nav.pl	1707850472047	1707850472208	OK	 
REQUEST	120	login	/cgi-bin/login.pl	1707850472051	1707850472211	OK	 
REQUEST	119	openflights	/cgi-bin/nav.pl	1707850472141	1707850472254	OK	 
GROUP	121	open	1707850471057	1707850472319	241	OK
REQUEST	120	login	/cgi-bin/nav.pl	1707850472212	1707850472434	OK	 
REQUEST	121	login	/cgi-bin/login.pl	1707850472319	1707850472436	OK	 
REQUEST	121	login	/cgi-bin/login.pl	1707850472437	1707850472530	OK	 
REQUEST	121	login	/cgi-bin/nav.pl	1707850472531	1707850472639	OK	 
GROUP	119	openflights	1707850471884	1707850473249	369	OK
REQUEST	119	ticketattributes	/cgi-bin/reservations.pl	1707850473249	1707850473348	OK	 
GROUP	120	login	1707850471949	1707850473439	483	OK
REQUEST	119	ticketattributes	/cgi-bin/reservations.pl	1707850473349	1707850473453	OK	 
REQUEST	120	openflights	/cgi-bin/welcome.pl	1707850473439	1707850473513	OK	 
REQUEST	119	ticketattributes	/cgi-bin/reservations.pl	1707850473453	1707850473569	OK	 
REQUEST	118	Itinerary	/cgi-bin/itinerary.pl	1707850472208	1707850473585	OK	 
GROUP	121	login	1707850472319	1707850473629	318	OK
REQUEST	120	openflights	/cgi-bin/reservations.pl	1707850473513	1707850473631	OK	 
REQUEST	121	openflights	/cgi-bin/welcome.pl	1707850473629	1707850473701	OK	 
REQUEST	120	openflights	/cgi-bin/nav.pl	1707850473631	1707850473746	OK	 
REQUEST	121	openflights	/cgi-bin/reservations.pl	1707850473702	1707850473807	OK	 
REQUEST	121	openflights	/cgi-bin/nav.pl	1707850473808	1707850473916	OK	 
USER	mainScenario	122	START	1707850474059	1707850474059
REQUEST	122	open	/webtours/	1707850474059	1707850474121	OK	 
REQUEST	122	open	/cgi-bin/welcome.pl	1707850474122	1707850474235	OK	 
REQUEST	122	open	/cgi-bin/nav.pl	1707850474236	1707850474367	OK	 
GROUP	119	ticketattributes	1707850473249	1707850474579	319	OK
GROUP	118	Itinerary	1707850471884	1707850474590	1701	OK
REQUEST	119	Itinerary	/cgi-bin/welcome.pl	1707850474579	1707850474656	OK	 
REQUEST	118	signoff	/cgi-bin/welcome.pl	1707850474590	1707850474710	OK	 
GROUP	120	openflights	1707850473439	1707850474732	307	OK
REQUEST	119	Itinerary	/cgi-bin/nav.pl	1707850474656	1707850474756	OK	 
REQUEST	118	signoff	/cgi-bin/nav.pl	1707850474711	1707850474861	OK	 
GROUP	121	openflights	1707850473629	1707850474916	285	OK
REQUEST	120	ticketattributes	/cgi-bin/reservations.pl	1707850474732	1707850474955	OK	 
REQUEST	121	ticketattributes	/cgi-bin/reservations.pl	1707850474917	1707850475007	OK	 
REQUEST	121	ticketattributes	/cgi-bin/reservations.pl	1707850475008	1707850475247	OK	 
REQUEST	120	ticketattributes	/cgi-bin/reservations.pl	1707850474955	1707850475247	OK	 
GROUP	122	open	1707850474059	1707850475384	306	OK
REQUEST	120	ticketattributes	/cgi-bin/reservations.pl	1707850475248	1707850475423	OK	 
REQUEST	121	ticketattributes	/cgi-bin/reservations.pl	1707850475248	1707850475425	OK	 
REQUEST	122	login	/cgi-bin/login.pl	1707850475384	1707850475480	OK	 
REQUEST	122	login	/cgi-bin/login.pl	1707850475481	1707850475581	OK	 
REQUEST	122	login	/cgi-bin/nav.pl	1707850475582	1707850475693	OK	 
GROUP	118	signoff	1707850474590	1707850475869	270	OK
USER	mainScenario	118	END	1707850463059	1707850475869
REQUEST	119	Itinerary	/cgi-bin/itinerary.pl	1707850474757	1707850476113	OK	 
GROUP	121	ticketattributes	1707850474917	1707850476429	506	OK
GROUP	120	ticketattributes	1707850474732	1707850476444	690	OK
REQUEST	121	Itinerary	/cgi-bin/welcome.pl	1707850476429	1707850476505	OK	 
REQUEST	120	Itinerary	/cgi-bin/welcome.pl	1707850476444	1707850476544	OK	 
REQUEST	121	Itinerary	/cgi-bin/nav.pl	1707850476506	1707850476608	OK	 
REQUEST	120	Itinerary	/cgi-bin/nav.pl	1707850476544	1707850476653	OK	 
GROUP	122	login	1707850475384	1707850476692	307	OK
REQUEST	122	openflights	/cgi-bin/welcome.pl	1707850476692	1707850477011	OK	 
USER	mainScenario	123	START	1707850477049	1707850477049
REQUEST	121	Itinerary	/cgi-bin/itinerary.pl	1707850476609	1707850477079	OK	 
GROUP	119	Itinerary	1707850474579	1707850477109	1533	OK
REQUEST	123	open	/webtours/	1707850477049	1707850477163	OK	 
REQUEST	122	openflights	/cgi-bin/reservations.pl	1707850477012	1707850477163	OK	 
REQUEST	119	signoff	/cgi-bin/welcome.pl	1707850477109	1707850477234	OK	 
REQUEST	123	open	/cgi-bin/welcome.pl	1707850477164	1707850477382	OK	 
REQUEST	119	signoff	/cgi-bin/nav.pl	1707850477234	1707850477383	OK	 
REQUEST	120	Itinerary	/cgi-bin/itinerary.pl	1707850476654	1707850477423	OK	 
REQUEST	123	open	/cgi-bin/nav.pl	1707850477383	1707850477479	OK	 
REQUEST	122	openflights	/cgi-bin/nav.pl	1707850477164	1707850477682	OK	 
GROUP	121	Itinerary	1707850476429	1707850478084	648	OK
REQUEST	121	signoff	/cgi-bin/welcome.pl	1707850478084	1707850478174	OK	 
REQUEST	121	signoff	/cgi-bin/nav.pl	1707850478175	1707850478270	OK	 
GROUP	119	signoff	1707850477109	1707850478379	274	OK
USER	mainScenario	119	END	1707850466049	1707850478379
GROUP	120	Itinerary	1707850476444	1707850478426	978	OK
GROUP	123	open	1707850477049	1707850478502	428	OK
REQUEST	120	signoff	/cgi-bin/welcome.pl	1707850478426	1707850478505	OK	 
REQUEST	123	login	/cgi-bin/login.pl	1707850478502	1707850478580	OK	 
REQUEST	120	signoff	/cgi-bin/nav.pl	1707850478505	1707850478633	OK	 
REQUEST	123	login	/cgi-bin/login.pl	1707850478581	1707850478686	OK	 
GROUP	122	openflights	1707850476692	1707850478690	988	OK
REQUEST	123	login	/cgi-bin/nav.pl	1707850478686	1707850478831	OK	 
REQUEST	122	ticketattributes	/cgi-bin/reservations.pl	1707850478690	1707850478878	OK	 
REQUEST	122	ticketattributes	/cgi-bin/reservations.pl	1707850478879	1707850478975	OK	 
REQUEST	122	ticketattributes	/cgi-bin/reservations.pl	1707850478976	1707850479089	OK	 
GROUP	121	signoff	1707850478084	1707850479267	185	OK
USER	mainScenario	121	END	1707850471056	1707850479267
GROUP	120	signoff	1707850478426	1707850479626	207	OK
USER	mainScenario	120	END	1707850469068	1707850479626
GROUP	123	login	1707850478502	1707850479829	328	OK
REQUEST	123	openflights	/cgi-bin/welcome.pl	1707850479829	1707850479915	OK	 
REQUEST	123	openflights	/cgi-bin/reservations.pl	1707850479915	1707850480033	OK	 
USER	mainScenario	124	START	1707850480049	1707850480049
GROUP	122	ticketattributes	1707850478690	1707850480079	397	OK
REQUEST	124	open	/webtours/	1707850480049	1707850480083	OK	 
REQUEST	123	openflights	/cgi-bin/nav.pl	1707850480033	1707850480156	OK	 
REQUEST	124	open	/cgi-bin/welcome.pl	1707850480083	1707850480242	OK	 
REQUEST	122	Itinerary	/cgi-bin/welcome.pl	1707850480079	1707850480258	OK	 
REQUEST	124	open	/cgi-bin/nav.pl	1707850480243	1707850480402	OK	 
REQUEST	122	Itinerary	/cgi-bin/nav.pl	1707850480258	1707850480414	OK	 
GROUP	123	openflights	1707850479829	1707850481149	327	OK
REQUEST	123	ticketattributes	/cgi-bin/reservations.pl	1707850481150	1707850481262	OK	 
REQUEST	123	ticketattributes	/cgi-bin/reservations.pl	1707850481262	1707850481371	OK	 
GROUP	124	open	1707850480049	1707850481413	352	OK
REQUEST	123	ticketattributes	/cgi-bin/reservations.pl	1707850481371	1707850481481	OK	 
REQUEST	124	login	/cgi-bin/login.pl	1707850481413	1707850481517	OK	 
REQUEST	124	login	/cgi-bin/login.pl	1707850481518	1707850481818	OK	 
REQUEST	124	login	/cgi-bin/nav.pl	1707850481819	1707850481887	OK	 
REQUEST	122	Itinerary	/cgi-bin/itinerary.pl	1707850480414	1707850482115	OK	 
GROUP	123	ticketattributes	1707850481149	1707850482490	331	OK
REQUEST	123	Itinerary	/cgi-bin/welcome.pl	1707850482491	1707850482569	OK	 
REQUEST	123	Itinerary	/cgi-bin/nav.pl	1707850482570	1707850482662	OK	 
GROUP	124	login	1707850481413	1707850482896	472	OK
REQUEST	123	Itinerary	/cgi-bin/itinerary.pl	1707850482662	1707850482944	OK	 
REQUEST	124	openflights	/cgi-bin/welcome.pl	1707850482896	1707850482986	OK	 
USER	mainScenario	125	START	1707850483050	1707850483050
REQUEST	124	openflights	/cgi-bin/reservations.pl	1707850482987	1707850483104	OK	 
REQUEST	125	open	/webtours/	1707850483051	1707850483111	OK	 
GROUP	122	Itinerary	1707850480079	1707850483127	2036	OK
