RUN	perf.TestSimulation	testsimulation	1707067935604	 	3.0.3
REQUEST	109	ticketattributes	/cgi-bin/reservations.pl	1707068549417	1707068549495	OK	 
GROUP	108	Itinerary	1707068548058	1707068549498	448	OK
REQUEST	108	signoff	/cgi-bin/welcome.pl	1707068549498	1707068549570	OK	 
REQUEST	109	ticketattributes	/cgi-bin/reservations.pl	1707068549496	1707068549665	OK	 
REQUEST	109	ticketattributes	/cgi-bin/reservations.pl	1707068549666	1707068549807	OK	 
GROUP	110	open	1707068548279	1707068549948	659	OK
REQUEST	108	signoff	/cgi-bin/nav.pl	1707068549571	1707068549996	OK	 
REQUEST	110	login	/cgi-bin/login.pl	1707068549948	1707068550019	OK	 
GROUP	107	Itinerary	1707068545665	1707068550024	3353	OK
REQUEST	107	signoff	/cgi-bin/welcome.pl	1707068550024	1707068550117	OK	 
REQUEST	110	login	/cgi-bin/login.pl	1707068550020	1707068550151	OK	 
REQUEST	107	signoff	/cgi-bin/nav.pl	1707068550118	1707068550209	OK	 
REQUEST	110	login	/cgi-bin/nav.pll	1707068550151	1707068550238	OK	 
REQUEST	105	Itinerary	/cgi-bin/itinerary.pl	1707068540766	1707068550385	OK	 
GROUP	109	ticketattributes	1707068549417	1707068550808	388	OK
REQUEST	109	Itinerary	/cgi-bin/welcome.pl	1707068550808	1707068550886	OK	 
REQUEST	109	Itinerary	/cgi-bin/nav.pl	1707068550887	1707068550978	OK	 
GROUP	108	signoff	1707068549498	1707068550995	497	OK
USER	mainScenario	108	END	1707068542268	1707068550995
GROUP	107	signoff	1707068550024	1707068551198	184	OK
USER	mainScenario	107	END	1707068539288	1707068551198
GROUP	110	login	1707068549948	1707068551245	289	OK
USER	mainScenario	111	START	1707068551293	1707068551293
GROUP	105	Itinerary	1707068540317	1707068551369	10066	OK
REQUEST	109	Itinerary	/cgi-bin/itinerary.pl	1707068550979	1707068551447	OK	 
REQUEST	111	open	/webtours/	1707068551294	1707068551501	OK	 
REQUEST	110	openflights	/cgi-bin/welcome.pl	1707068551246	1707068551528	OK	 
REQUEST	105	signoff	/cgi-bin/welcome.pl	1707068551370	1707068551536	OK	 
REQUEST	111	open	/cgi-bin/welcome.pl	1707068551502	1707068551580	OK	 
REQUEST	110	openflights	/cgi-bin/reservations.pl	1707068551529	1707068551690	OK	 
REQUEST	105	signoff	/cgi-bin/nav.pl	1707068551536	1707068551742	OK	 
REQUEST	111	open	/cgi-bin/nav.pll	1707068551580	1707068551744	OK	 
REQUEST	110	openflights	/cgi-bin/nav.pl	1707068551691	1707068551799	OK	 
GROUP	109	Itinerary	1707068550808	1707068552438	637	OK
REQUEST	109	signoff	/cgi-bin/welcome.pl	1707068552438	1707068552502	OK	 
REQUEST	109	signoff	/cgi-bin/nav.pl	1707068552503	1707068552593	OK	 
GROUP	105	signoff	1707068551369	1707068552748	372	OK
USER	mainScenario	105	END	1707068533285	1707068552748
GROUP	111	open	1707068551294	1707068552763	449	OK
GROUP	110	openflights	1707068551246	1707068552808	551	OK
REQUEST	111	login	/cgi-bin/login.pl	1707068552763	1707068552846	OK	 
REQUEST	110	ticketattributes	/cgi-bin/reservations.pl	1707068552809	1707068552888	OK	 
REQUEST	111	login	/cgi-bin/login.pl	1707068552846	1707068552945	OK	 
REQUEST	111	login	/cgi-bin/nav.pll	1707068552946	1707068553035	OK	 
REQUEST	110	ticketattributes	/cgi-bin/reservations.pl	1707068552889	1707068553365	OK	 
REQUEST	110	ticketattributes	/cgi-bin/reservations.pl	1707068553366	1707068553465	OK	 
GROUP	109	signoff	1707068552438	1707068553608	154	OK
USER	mainScenario	109	END	1707068545277	1707068553608
GROUP	111	login	1707068552763	1707068554029	271	OK
REQUEST	111	openflights	/cgi-bin/welcome.pl	1707068554030	1707068554180	OK	 
USER	mainScenario	112	START	1707068554294	1707068554294
GROUP	110	ticketattributes	1707068552808	1707068554452	654	OK
REQUEST	112	open	/webtours/	1707068554295	1707068554470	OK	 
REQUEST	112	open	/cgi-bin/welcome.pl	1707068554471	1707068554679	OK	 
REQUEST	111	openflights	/cgi-bin/reservations.pl	1707068554180	1707068554679	OK	 
REQUEST	112	open	/cgi-bin/nav.pll	1707068554679	1707068554796	OK	 
REQUEST	111	openflights	/cgi-bin/nav.pl	1707068554679	1707068554971	OK	 
REQUEST	110	Itinerary	/cgi-bin/welcome.pl	1707068554452	1707068555101	OK	 
GROUP	112	open	1707068554295	1707068555798	500	OK
REQUEST	110	Itinerary	/cgi-bin/nav.pl	1707068555102	1707068555816	OK	 
REQUEST	112	login	/cgi-bin/login.pl	1707068555799	1707068555919	OK	 
GROUP	111	openflights	1707068554029	1707068555988	941	OK
REQUEST	112	login	/cgi-bin/login.pl	1707068555920	1707068556016	OK	 
REQUEST	112	login	/cgi-bin/nav.pll	1707068556017	1707068556239	OK	 
REQUEST	111	ticketattributes	/cgi-bin/reservations.pl	1707068555988	1707068556441	OK	 
REQUEST	111	ticketattributes	/cgi-bin/reservations.pl	1707068556442	1707068556537	OK	 
REQUEST	111	ticketattributes	/cgi-bin/reservations.pl	1707068556538	1707068556734	OK	 
GROUP	112	login	1707068555798	1707068557260	438	OK
USER	mainScenario	113	START	1707068557278	1707068557278
REQUEST	112	openflights	/cgi-bin/welcome.pl	1707068557261	1707068557355	OK	 
REQUEST	113	open	/webtours/	1707068557279	1707068557457	OK	 
REQUEST	112	openflights	/cgi-bin/reservations.pl	1707068557355	1707068557457	OK	 
REQUEST	112	openflights	/cgi-bin/nav.pl	1707068557457	1707068557660	OK	 
GROUP	111	ticketattributes	1707068555988	1707068557728	744	OK
REQUEST	111	Itinerary	/cgi-bin/welcome.pl	1707068557729	1707068557863	OK	 
REQUEST	110	Itinerary	/cgi-bin/itinerary.pl	1707068555816	1707068557884	OK	 
REQUEST	111	Itinerary	/cgi-bin/nav.pl	1707068557864	1707068558481	OK	 
GROUP	112	openflights	1707068557260	1707068558650	399	OK
REQUEST	112	ticketattributes	/cgi-bin/reservations.pl	1707068558650	1707068558747	OK	 
REQUEST	113	open	/cgi-bin/welcome.pl	1707068557457	1707068558762	OK	 
GROUP	110	Itinerary	1707068554452	1707068558882	3431	OK
REQUEST	112	ticketattributes	/cgi-bin/reservations.pl	1707068558748	1707068558891	OK	 
REQUEST	113	open	/cgi-bin/nav.pll	1707068558762	1707068559102	OK	 
REQUEST	110	signoff	/cgi-bin/welcome.pl	1707068558882	1707068559102	OK	 
REQUEST	112	ticketattributes	/cgi-bin/reservations.pl	1707068558892	1707068559103	OK	 
REQUEST	110	signoff	/cgi-bin/nav.pl	1707068559103	1707068559208	OK	 
USER	mainScenario	114	START	1707068559288	1707068559288
REQUEST	114	open	/webtours/	1707068559289	1707068559613	OK	 
REQUEST	114	open	/cgi-bin/welcome.pl	1707068559614	1707068559715	OK	 
REQUEST	114	open	/cgi-bin/nav.pll	1707068559715	1707068559913	OK	 
GROUP	112	ticketattributes	1707068558650	1707068560112	451	OK
GROUP	113	open	1707068557279	1707068560128	1823	OK
GROUP	110	signoff	1707068558882	1707068560208	325	OK
USER	mainScenario	110	END	1707068548278	1707068560208
REQUEST	113	login	/cgi-bin/login.pl	1707068560129	1707068560244	OK	 
REQUEST	112	Itinerary	/cgi-bin/welcome.pl	1707068560113	1707068560244	OK	 
REQUEST	112	Itinerary	/cgi-bin/nav.pl	1707068560245	1707068560433	OK	 
REQUEST	113	login	/cgi-bin/login.pl	1707068560245	1707068560433	OK	 
REQUEST	113	login	/cgi-bin/nav.pll	1707068560434	1707068560892	OK	 
GROUP	114	open	1707068559289	1707068560938	623	OK
REQUEST	114	login	/cgi-bin/login.pl	1707068560939	1707068561053	OK	 
REQUEST	112	Itinerary	/cgi-bin/itinerary.pl	1707068560434	1707068561052	OK	 
REQUEST	114	login	/cgi-bin/login.pl	1707068561053	1707068561153	OK	 
REQUEST	114	login	/cgi-bin/nav.pll	1707068561154	1707068561449	OK	 
GROUP	113	login	1707068560128	1707068561892	761	OK
GROUP	112	Itinerary	1707068560113	1707068562048	937	OK
REQUEST	113	openflights	/cgi-bin/welcome.pl	1707068561893	1707068562059	OK	 
REQUEST	112	signoff	/cgi-bin/welcome.pl	1707068562048	1707068562177	OK	 
REQUEST	113	openflights	/cgi-bin/reservations.pl	1707068562059	1707068562177	OK	 
USER	mainScenario	115	START	1707068562268	1707068562268
GROUP	114	login	1707068560939	1707068562438	509	OK
REQUEST	115	open	/webtours/	1707068562269	1707068562562	OK	 
REQUEST	112	signoff	/cgi-bin/nav.pl	1707068562178	1707068562561	OK	 
REQUEST	114	openflights	/cgi-bin/welcome.pl	1707068562438	1707068562583	OK	 
REQUEST	115	open	/cgi-bin/welcome.pl	1707068562562	1707068562693	OK	 
REQUEST	114	openflights	/cgi-bin/reservations.pl	1707068562584	1707068562878	OK	 
REQUEST	113	openflights	/cgi-bin/nav.pl	1707068562178	1707068562881	OK	 
REQUEST	115	open	/cgi-bin/nav.pll	1707068562694	1707068562899	OK	 
REQUEST	114	openflights	/cgi-bin/nav.pl	1707068562879	1707068563105	OK	 
GROUP	112	signoff	1707068562048	1707068563561	512	OK
USER	mainScenario	112	END	1707068554294	1707068563561
GROUP	113	openflights	1707068561892	1707068563871	987	OK
GROUP	115	open	1707068562269	1707068563919	629	OK
GROUP	114	openflights	1707068562438	1707068564105	665	OK
REQUEST	113	ticketattributes	/cgi-bin/reservations.pl	1707068563872	1707068564110	OK	 
REQUEST	115	login	/cgi-bin/login.pl	1707068563919	1707068564111	OK	 
REQUEST	114	ticketattributes	/cgi-bin/reservations.pl	1707068564105	1707068564334	OK	 
REQUEST	113	ticketattributes	/cgi-bin/reservations.pl	1707068564111	1707068564633	OK	 
REQUEST	115	login	/cgi-bin/login.pl	1707068564111	1707068564633	OK	 
REQUEST	114	ticketattributes	/cgi-bin/reservations.pl	1707068564335	1707068564633	OK	 
REQUEST	115	login	/cgi-bin/nav.pll	1707068564634	1707068564827	OK	 
REQUEST	114	ticketattributes	/cgi-bin/reservations.pl	1707068564634	1707068564827	OK	 
REQUEST	113	ticketattributes	/cgi-bin/reservations.pl	1707068564634	1707068564827	OK	 
USER	mainScenario	116	START	1707068565289	1707068565289
REQUEST	116	open	/webtours/	1707068565290	1707068565338	OK	 
REQUEST	116	open	/cgi-bin/welcome.pl	1707068565339	1707068565552	OK	 
REQUEST	116	open	/cgi-bin/nav.pll	1707068565553	1707068565752	OK	 
GROUP	113	ticketattributes	1707068563872	1707068565834	953	OK
GROUP	115	login	1707068563919	1707068565834	907	OK
GROUP	114	ticketattributes	1707068564105	1707068565838	720	OK
REQUEST	115	openflights	/cgi-bin/welcome.pl	1707068565835	1707068566019	OK	 
REQUEST	113	Itinerary	/cgi-bin/welcome.pl	1707068565835	1707068566019	OK	 
REQUEST	114	Itinerary	/cgi-bin/welcome.pl	1707068565838	1707068566020	OK	 
REQUEST	115	openflights	/cgi-bin/reservations.pl	1707068566020	1707068566179	OK	 
REQUEST	113	Itinerary	/cgi-bin/nav.pl	1707068566020	1707068566189	OK	 
REQUEST	114	Itinerary	/cgi-bin/nav.pl	1707068566020	1707068566195	OK	 
REQUEST	114	Itinerary	/cgi-bin/itinerary.pl	1707068566195	1707068566496	OK	 
GROUP	116	open	1707068565290	1707068566758	460	OK
REQUEST	116	login	/cgi-bin/login.pl	1707068566758	1707068566825	OK	 
REQUEST	116	login	/cgi-bin/login.pl	1707068566826	1707068566982	OK	 
REQUEST	116	login	/cgi-bin/nav.pll	1707068566982	1707068567191	OK	 
GROUP	114	Itinerary	1707068565838	1707068567478	658	OK
REQUEST	115	openflights	/cgi-bin/nav.pl	1707068566179	1707068567601	OK	 
REQUEST	114	signoff	/cgi-bin/welcome.pl	1707068567478	1707068567601	OK	 
REQUEST	114	signoff	/cgi-bin/nav.pl	1707068567601	1707068567705	OK	 
GROUP	116	login	1707068566758	1707068568198	432	OK
USER	mainScenario	117	START	1707068568288	1707068568288
REQUEST	116	openflights	/cgi-bin/welcome.pl	1707068568198	1707068568294	OK	 
REQUEST	117	open	/webtours/	1707068568289	1707068568366	OK	 
REQUEST	116	openflights	/cgi-bin/reservations.pl	1707068568295	1707068568424	OK	 
REQUEST	117	open	/cgi-bin/welcome.pl	1707068568366	1707068568509	OK	 
REQUEST	116	openflights	/cgi-bin/nav.pl	1707068568425	1707068568563	OK	 
GROUP	115	openflights	1707068565834	1707068568584	1765	OK
GROUP	114	signoff	1707068567478	1707068568709	227	OK
USER	mainScenario	114	END	1707068559288	1707068568709
REQUEST	117	open	/cgi-bin/nav.pll	1707068568510	1707068568790	OK	 
REQUEST	115	ticketattributes	/cgi-bin/reservations.pl	1707068568584	1707068568866	OK	 
REQUEST	115	ticketattributes	/cgi-bin/reservations.pl	1707068568867	1707068569086	OK	 
REQUEST	115	ticketattributes	/cgi-bin/reservations.pl	1707068569087	1707068569205	OK	 
GROUP	116	openflights	1707068568198	1707068569558	363	OK
GROUP	117	open	1707068568289	1707068569808	500	OK
REQUEST	116	ticketattributes	/cgi-bin/reservations.pl	1707068569558	1707068570069	OK	 
REQUEST	117	login	/cgi-bin/login.pl	1707068569808	1707068570069	OK	 
GROUP	115	ticketattributes	1707068568584	1707068570210	619	OK
REQUEST	116	ticketattributes	/cgi-bin/reservations.pl	1707068570070	1707068570334	OK	 
REQUEST	117	login	/cgi-bin/login.pl	1707068570070	1707068570334	OK	 
REQUEST	115	Itinerary	/cgi-bin/welcome.pl	1707068570210	1707068570335	OK	 
REQUEST	115	Itinerary	/cgi-bin/nav.pl	1707068570335	1707068570508	OK	 
REQUEST	116	ticketattributes	/cgi-bin/reservations.pl	1707068570335	1707068570514	OK	 
REQUEST	117	login	/cgi-bin/nav.pll	1707068570335	1707068570522	OK	 
REQUEST	111	Itinerary	/cgi-bin/itinerary.pl	1707068558482	1707068570522	OK	 
USER	mainScenario	118	START	1707068571270	1707068571270
REQUEST	118	open	/webtours/	1707068571271	1707068571423	OK	 
GROUP	111	Itinerary	1707068557728	1707068571508	12791	OK
GROUP	116	ticketattributes	1707068569558	1707068571520	954	OK
GROUP	117	login	1707068569808	1707068571520	712	OK
REQUEST	118	open	/cgi-bin/welcome.pl	1707068571423	1707068571550	OK	 
REQUEST	111	signoff	/cgi-bin/welcome.pl	1707068571508	1707068571615	OK	 
REQUEST	116	Itinerary	/cgi-bin/welcome.pl	1707068571520	1707068571863	OK	 
REQUEST	111	signoff	/cgi-bin/nav.pl	1707068571616	1707068571863	OK	 
REQUEST	117	openflights	/cgi-bin/welcome.pl	1707068571520	1707068571863	OK	 
REQUEST	118	open	/cgi-bin/nav.pll	1707068571551	1707068571863	OK	 
REQUEST	116	Itinerary	/cgi-bin/nav.pl	1707068571864	1707068571994	OK	 
REQUEST	117	openflights	/cgi-bin/reservations.pl	1707068571864	1707068572007	OK	 
REQUEST	113	Itinerary	/cgi-bin/itinerary.pl	1707068566190	1707068572145	OK	 
REQUEST	117	openflights	/cgi-bin/nav.pl	1707068572008	1707068572160	OK	 
REQUEST	116	Itinerary	/cgi-bin/itinerary.pl	1707068571995	1707068572260	OK	 
GROUP	111	signoff	1707068571508	1707068572878	354	OK
USER	mainScenario	111	END	1707068551293	1707068572878
GROUP	118	open	1707068571271	1707068572893	591	OK
REQUEST	118	login	/cgi-bin/login.pl	1707068572893	1707068572961	OK	 
REQUEST	118	login	/cgi-bin/login.pl	1707068572962	1707068573054	OK	 
GROUP	113	Itinerary	1707068565834	1707068573148	6308	OK
GROUP	117	openflights	1707068571520	1707068573159	638	OK
REQUEST	118	login	/cgi-bin/nav.pll	1707068573055	1707068573240	OK	 
REQUEST	113	signoff	/cgi-bin/welcome.pl	1707068573148	1707068573240	OK	 
GROUP	116	Itinerary	1707068571520	1707068573255	738	OK
REQUEST	117	ticketattributes	/cgi-bin/reservations.pl	1707068573160	1707068573283	OK	 
REQUEST	116	signoff	/cgi-bin/welcome.pl	1707068573255	1707068573508	OK	 
REQUEST	117	ticketattributes	/cgi-bin/reservations.pl	1707068573284	1707068573508	OK	 
REQUEST	113	signoff	/cgi-bin/nav.pl	1707068573241	1707068573508	OK	 
REQUEST	116	signoff	/cgi-bin/nav.pl	1707068573508	1707068573653	OK	 
REQUEST	117	ticketattributes	/cgi-bin/reservations.pl	1707068573508	1707068573669	OK	 
GROUP	118	login	1707068572893	1707068574238	345	OK
USER	mainScenario	119	START	1707068574288	1707068574288
REQUEST	118	openflights	/cgi-bin/welcome.pl	1707068574238	1707068574302	OK	 
REQUEST	119	open	/webtours/	1707068574289	1707068574322	OK	 
REQUEST	119	open	/cgi-bin/welcome.pl	1707068574322	1707068574448	OK	 
REQUEST	118	openflights	/cgi-bin/reservations.pl	1707068574303	1707068574459	OK	 
GROUP	113	signoff	1707068573148	1707068574501	359	OK
USER	mainScenario	113	END	1707068557278	1707068574501
REQUEST	118	openflights	/cgi-bin/nav.pl	1707068574460	1707068574654	OK	 
GROUP	116	signoff	1707068573255	1707068574658	398	OK
GROUP	117	ticketattributes	1707068573160	1707068574658	508	OK
USER	mainScenario	116	END	1707068565289	1707068574658
REQUEST	117	Itinerary	/cgi-bin/welcome.pl	1707068574658	1707068574857	OK	 
REQUEST	119	open	/cgi-bin/nav.pll	1707068574449	1707068574857	OK	 
REQUEST	117	Itinerary	/cgi-bin/nav.pl	1707068574857	1707068574934	OK	 
REQUEST	115	Itinerary	/cgi-bin/itinerary.pl	1707068570509	1707068575282	OK	 
GROUP	118	openflights	1707068574238	1707068575638	414	OK
REQUEST	118	ticketattributes	/cgi-bin/reservations.pl	1707068575639	1707068575735	OK	 
GROUP	119	open	1707068574289	1707068575858	567	OK
REQUEST	118	ticketattributes	/cgi-bin/reservations.pl	1707068575736	1707068575861	OK	 
REQUEST	119	login	/cgi-bin/login.pl	1707068575858	1707068575919	OK	 
REQUEST	118	ticketattributes	/cgi-bin/reservations.pl	1707068575861	1707068575993	OK	 
REQUEST	119	login	/cgi-bin/login.pl	1707068575920	1707068576045	OK	 
REQUEST	119	login	/cgi-bin/nav.pll	1707068576045	1707068576138	OK	 
GROUP	115	Itinerary	1707068570210	1707068576279	5071	OK
REQUEST	115	signoff	/cgi-bin/welcome.pl	1707068576280	1707068576345	OK	 
REQUEST	115	signoff	/cgi-bin/nav.pl	1707068576346	1707068576440	OK	 
REQUEST	117	Itinerary	/cgi-bin/itinerary.pl	1707068574934	1707068576796	OK	 
GROUP	118	ticketattributes	1707068575639	1707068576997	353	OK
REQUEST	118	Itinerary	/cgi-bin/welcome.pl	1707068576997	1707068577075	OK	 
GROUP	119	login	1707068575858	1707068577158	279	OK
REQUEST	118	Itinerary	/cgi-bin/nav.pl	1707068577076	1707068577177	OK	 
REQUEST	119	openflights	/cgi-bin/welcome.pl	1707068577158	1707068577228	OK	 
USER	mainScenario	120	START	1707068577278	1707068577278
REQUEST	119	openflights	/cgi-bin/reservations.pl	1707068577229	1707068577368	OK	 
REQUEST	118	Itinerary	/cgi-bin/itinerary.pl	1707068577178	1707068577374	OK	 
REQUEST	120	open	/webtours/	1707068577279	1707068577389	OK	 
GROUP	115	signoff	1707068576279	1707068577450	159	OK
USER	mainScenario	115	END	1707068562268	1707068577450
REQUEST	119	openflights	/cgi-bin/nav.pl	1707068577369	1707068577471	OK	 
REQUEST	120	open	/cgi-bin/welcome.pl	1707068577389	1707068577535	OK	 
REQUEST	120	open	/cgi-bin/nav.pll	1707068577535	1707068577653	OK	 
GROUP	117	Itinerary	1707068574658	1707068577808	2138	OK
REQUEST	117	signoff	/cgi-bin/welcome.pl	1707068577808	1707068577881	OK	 
REQUEST	117	signoff	/cgi-bin/nav.pl	1707068577882	1707068577975	OK	 
GROUP	118	Itinerary	1707068576997	1707068578375	375	OK
REQUEST	118	signoff	/cgi-bin/welcome.pl	1707068578375	1707068578446	OK	 
GROUP	119	openflights	1707068577158	1707068578468	311	OK
REQUEST	119	ticketattributes	/cgi-bin/reservations.pl	1707068578468	1707068578655	OK	 
GROUP	120	open	1707068577279	1707068578671	374	OK
REQUEST	119	ticketattributes	/cgi-bin/reservations.pl	1707068578656	1707068578737	OK	 
REQUEST	120	login	/cgi-bin/login.pl	1707068578671	1707068578797	OK	 
REQUEST	119	ticketattributes	/cgi-bin/reservations.pl	1707068578738	1707068578840	OK	 
REQUEST	118	signoff	/cgi-bin/nav.pl	1707068578447	1707068578845	OK	 
REQUEST	120	login	/cgi-bin/login.pl	1707068578797	1707068578902	OK	 
GROUP	117	signoff	1707068577808	1707068578968	166	OK
USER	mainScenario	117	END	1707068568288	1707068578968
REQUEST	120	login	/cgi-bin/nav.pll	1707068578903	1707068579000	OK	 
USER	mainScenario	121	START	1707068579295	1707068579295
GROUP	118	signoff	1707068578375	1707068579828	469	OK
GROUP	119	ticketattributes	1707068578468	1707068579828	370	OK
USER	mainScenario	118	END	1707068571270	1707068579828
REQUEST	119	Itinerary	/cgi-bin/welcome.pl	1707068579828	1707068579883	OK	 
GROUP	120	login	1707068578671	1707068580015	328	OK
REQUEST	119	Itinerary	/cgi-bin/nav.pl	1707068579883	1707068580027	OK	 
REQUEST	120	openflights	/cgi-bin/welcome.pl	1707068580015	1707068580190	OK	 
REQUEST	120	openflights	/cgi-bin/reservations.pl	1707068580190	1707068580393	OK	 
REQUEST	120	openflights	/cgi-bin/nav.pl	1707068580393	1707068580698	OK	 
GROUP	120	openflights	1707068580015	1707068581696	683	OK
REQUEST	120	ticketattributes	/cgi-bin/reservations.pl	1707068581697	1707068582033	OK	 
USER	mainScenario	122	START	1707068582292	1707068582292
REQUEST	120	ticketattributes	/cgi-bin/reservations.pl	1707068582034	1707068582327	OK	 
REQUEST	122	open	/webtours/	1707068582293	1707068582350	OK	 
REQUEST	121	open	/webtours/	1707068579296	1707068582378	OK	 
REQUEST	121	open	/cgi-bin/welcome.pl	1707068582379	1707068582544	OK	 
REQUEST	120	ticketattributes	/cgi-bin/reservations.pl	1707068582328	1707068582544	OK	 
REQUEST	122	open	/cgi-bin/welcome.pl	1707068582350	1707068582544	OK	 
REQUEST	122	open	/cgi-bin/nav.pll	1707068582544	1707068582661	OK	 
REQUEST	121	open	/cgi-bin/nav.pll	1707068582544	1707068582737	OK	 
GROUP	120	ticketattributes	1707068581696	1707068583528	845	OK
GROUP	122	open	1707068582292	1707068583668	368	OK
GROUP	121	open	1707068579296	1707068583748	3440	OK
REQUEST	120	Itinerary	/cgi-bin/welcome.pl	1707068583528	1707068583883	OK	 
REQUEST	122	login	/cgi-bin/login.pl	1707068583668	1707068583883	OK	 
REQUEST	121	login	/cgi-bin/login.pl	1707068583748	1707068583977	OK	 
REQUEST	122	login	/cgi-bin/login.pl	1707068583884	1707068584107	OK	 
REQUEST	120	Itinerary	/cgi-bin/nav.pl	1707068583883	1707068584107	OK	 
REQUEST	121	login	/cgi-bin/login.pl	1707068583978	1707068584119	OK	 
REQUEST	122	login	/cgi-bin/nav.pll	1707068584108	1707068584287	OK	 
REQUEST	121	login	/cgi-bin/nav.pll	1707068584120	1707068584349	OK	 
REQUEST	120	Itinerary	/cgi-bin/itinerary.pl	1707068584109	1707068584499	OK	 
USER	mainScenario	123	START	1707068585268	1707068585268
GROUP	122	login	1707068583668	1707068585300	617	OK
GROUP	121	login	1707068583748	1707068585348	599	OK
GROUP	120	Itinerary	1707068583528	1707068585508	969	OK
REQUEST	122	openflights	/cgi-bin/welcome.pl	1707068585300	1707068585514	OK	 
REQUEST	121	openflights	/cgi-bin/welcome.pl	1707068585348	1707068585514	OK	 
REQUEST	123	open	/webtours/	1707068585269	1707068585514	OK	 
REQUEST	120	signoff	/cgi-bin/welcome.pl	1707068585508	1707068585720	OK	 
REQUEST	123	open	/cgi-bin/welcome.pl	1707068585514	1707068585737	OK	 
REQUEST	122	openflights	/cgi-bin/reservations.pl	1707068585514	1707068585744	OK	 
REQUEST	121	openflights	/cgi-bin/reservations.pl	1707068585514	1707068585820	OK	 
REQUEST	122	openflights	/cgi-bin/nav.pl	1707068585744	1707068585925	OK	 
REQUEST	121	openflights	/cgi-bin/nav.pl	1707068585821	1707068585975	OK	 
REQUEST	120	signoff	/cgi-bin/nav.pl	1707068585720	1707068586243	OK	 
REQUEST	123	open	/cgi-bin/nav.pll	1707068585738	1707068586243	OK	 
GROUP	122	openflights	1707068585300	1707068586918	625	OK
GROUP	121	openflights	1707068585348	1707068586978	626	OK
REQUEST	122	ticketattributes	/cgi-bin/reservations.pl	1707068586918	1707068587054	OK	 
GROUP	120	signoff	1707068585508	1707068587246	735	OK
USER	mainScenario	120	END	1707068577278	1707068587246
GROUP	123	open	1707068585269	1707068587262	973	OK
REQUEST	122	ticketattributes	/cgi-bin/reservations.pl	1707068587055	1707068587374	OK	 
REQUEST	123	login	/cgi-bin/login.pl	1707068587262	1707068587608	OK	 
REQUEST	122	ticketattributes	/cgi-bin/reservations.pl	1707068587375	1707068587609	OK	 
REQUEST	123	login	/cgi-bin/login.pl	1707068587609	1707068587682	OK	 
REQUEST	123	login	/cgi-bin/nav.pll	1707068587683	1707068587868	OK	 
REQUEST	121	ticketattributes	/cgi-bin/reservations.pl	1707068586978	1707068587868	OK	 
REQUEST	121	ticketattributes	/cgi-bin/reservations.pl	1707068587869	1707068587980	OK	 
REQUEST	121	ticketattributes	/cgi-bin/reservations.pl	1707068587981	1707068588222	OK	 
USER	mainScenario	124	START	1707068588293	1707068588293
REQUEST	124	open	/webtours/	1707068588294	1707068588590	OK	 
GROUP	122	ticketattributes	1707068586918	1707068588608	689	OK
GROUP	123	login	1707068587262	1707068588872	604	OK
REQUEST	122	Itinerary	/cgi-bin/welcome.pl	1707068588608	1707068588999	OK	 
REQUEST	123	openflights	/cgi-bin/welcome.pl	1707068588873	1707068589010	OK	 
REQUEST	122	Itinerary	/cgi-bin/nav.pl	1707068588999	1707068589216	OK	 
GROUP	121	ticketattributes	1707068586978	1707068589236	1242	OK
REQUEST	121	Itinerary	/cgi-bin/welcome.pl	1707068589236	1707068589408	OK	 
REQUEST	122	Itinerary	/cgi-bin/itinerary.pl	1707068589217	1707068589713	OK	 
REQUEST	121	Itinerary	/cgi-bin/nav.pl	1707068589408	1707068589713	OK	 
REQUEST	124	open	/cgi-bin/welcome.pl	1707068588590	1707068589766	OK	 
REQUEST	123	openflights	/cgi-bin/reservations.pl	1707068589010	1707068589767	OK	 
REQUEST	123	openflights	/cgi-bin/nav.pl	1707068589767	1707068590019	OK	 
REQUEST	124	open	/cgi-bin/nav.pll	1707068589767	1707068590023	OK	 
GROUP	122	Itinerary	1707068588608	1707068590718	1104	OK
REQUEST	122	signoff	/cgi-bin/welcome.pl	1707068590718	1707068590802	OK	 
GROUP	123	openflights	1707068588872	1707068591018	1146	OK
GROUP	124	open	1707068588294	1707068591044	1728	OK
REQUEST	123	ticketattributes	/cgi-bin/reservations.pl	1707068591018	1707068591248	OK	 
REQUEST	124	login	/cgi-bin/login.pl	1707068591044	1707068591249	OK	 
USER	mainScenario	125	START	1707068591268	1707068591268
REQUEST	125	open	/webtours/	1707068591269	1707068591421	OK	 
REQUEST	123	ticketattributes	/cgi-bin/reservations.pl	1707068591249	1707068591421	OK	 
REQUEST	124	login	/cgi-bin/login.pl	1707068591249	1707068591421	OK	 
REQUEST	124	login	/cgi-bin/nav.pll	1707068591422	1707068591659	OK	 
REQUEST	125	open	/cgi-bin/welcome.pl	1707068591421	1707068591658	OK	 
REQUEST	122	signoff	/cgi-bin/nav.pl	1707068590803	1707068591658	OK	 
REQUEST	123	ticketattributes	/cgi-bin/reservations.pl	1707068591422	1707068591658	OK	 
REQUEST	125	open	/cgi-bin/nav.pll	1707068591659	1707068591796	OK	 
GROUP	124	login	1707068591044	1707068592656	614	OK
GROUP	122	signoff	1707068590718	1707068592656	939	OK
GROUP	123	ticketattributes	1707068591018	1707068592656	638	OK
USER	mainScenario	122	END	1707068582292	1707068592656
